TIME,FOPR,FGPR,FWPR,FWCT,FGOR,FWIR,FGIR
0,0.00273785088211298,0.0,0.5727999806404114,8592.0,15000.0,0.009011632762849331,0.0
30,0.01095140352845192,0.0,0.5727999806404114,8592.0,15000.0,0.00897852424532175,0.0
60,0.028720485046505928,0.0,0.5727999806404114,8592.0,15000.0,0.008955233730375767,0.0
90,0.06000373512506485,0.0,0.5727999806404114,8592.0,15000.0,0.008921721018850803,0.0
120,0.08487337082624435,0.0,0.5727999806404114,8592.0,15000.0,0.008898033760488033,0.0
150,0.12817376852035522,0.0,0.5727999806404114,8592.0,15000.0,0.008859931491315365,0.0
180,0.1615331918001175,0.0,0.5727999806404114,8592.0,15000.0,0.008834904991090298,0.0
210,0.20924146473407745,0.0,0.5207330584526062,7810.99609375,15000.0,0.011088118888437748,0.0
240,0.24640657007694244,0.0,0.5113894939422607,7670.84228515625,15000.0,0.012108982540667057,0.0
270,0.3285420835018158,0.0,0.5106528401374817,7659.79296875,15000.0,0.013562529347836971,0.0
300,0.41341546177864075,0.0,0.5151494145393372,7727.2412109375,15000.0,0.014478826895356178,0.0
330,0.4955509901046753,0.0,0.5308812856674194,7963.21875,14999.9990234375,0.015475356951355934,0.0
360,0.5804243683815002,0.0,0.5656615495681763,8484.923828125,15000.0,0.01674281805753708,0.0
390,0.6652977466583252,0.0,0.6124511361122131,9186.767578125,15000.0,0.018428929150104523,0.0
420,0.7474332451820374,0.0,0.690700888633728,10360.513671875,15000.0,0.020123105496168137,0.0
450,0.8323066234588623,0.0,0.8198082447052002,12297.1240234375,15000.0,0.02209652215242386,0.0
480,0.9144421815872192,0.0,0.9615415334701538,12554.9267578125,13057.08203125,0.023747188970446587,0.0
510,0.9993155598640442,0.0,1.1350648403167725,12531.6708984375,11040.490234375,0.025587577372789383,0.0
540,1.0841889381408691,0.0,1.327714443206787,12624.3125,9508.3046875,0.027098624035716057,0.0
570,1.1608487367630005,0.0,1.5066590309143066,12566.1171875,8340.3857421875,0.028525400906801224,0.0
600,1.2457220554351807,0.0,1.7112489938735962,12339.025390625,7210.5380859375,0.030188795179128647,0.0
630,1.3278576135635376,0.0,1.9943667650222778,12512.1279296875,6273.734375,0.031286198645830154,0.0
660,1.4127310514450073,0.0,2.3538320064544678,12953.0595703125,5502.96728515625,0.03223293647170067,0.0
690,1.4948664903640747,0.0,2.6985244750976562,12950.607421875,4799.1435546875,0.033196981996297836,0.0
720,1.5797399282455444,0.0,3.036977767944336,12574.533203125,4140.47607421875,0.03413716331124306,0.0
750,1.6646132469177246,0.0,3.3886420726776123,12016.193359375,3546.020263671875,0.03495034947991371,0.0
780,1.7467488050460815,0.0,3.8836889266967773,11848.76953125,3050.90576171875,0.03541148081421852,0.0
810,1.8316221237182617,0.0,4.357203483581543,11304.83203125,2594.515380859375,0.0357215590775013,0.0
840,1.9137576818466187,0.0,4.781889915466309,10503.369140625,2196.489013671875,0.03595150262117386,0.0
870,1.9986311197280884,0.0,5.182984828948975,9475.4482421875,1828.18359375,0.03613043203949928,0.0
900,2.0835044384002686,0.0,5.621105194091797,9044.771484375,1609.0733642578125,0.03606746718287468,15000.0
930,2.1601643562316895,0.0,5.983883380889893,8740.412109375,1460.6588134765625,0.03582802787423134,15000.0
960,2.24503755569458,0.0,6.436399936676025,8469.15625,1315.8218994140625,0.03562840819358826,15000.0
990,2.3271732330322266,0.0,6.789797306060791,8039.48046875,1184.0531005859375,0.03552870452404022,15000.0
1020,2.412046432495117,0.0,7.067695617675781,7533.64990234375,1065.92724609375,0.035428307950496674,15000.0
1050,2.4941821098327637,0.0,7.269316673278809,7037.44677734375,968.1029052734375,0.03532988950610161,15000.0
1080,2.5790555477142334,0.0,7.419934272766113,6569.4140625,885.3736572265625,0.03522486612200737,15000.0
1110,2.663928747177124,0.0,7.526627540588379,6170.6669921875,819.8448486328125,0.03511786833405495,15000.0
1140,2.7460644245147705,0.0,7.596995830535889,5833.08642578125,767.8148803710938,0.03502054139971733,15000.0
1170,2.830937623977661,0.0,7.642139911651611,5542.56787109375,725.2638549804688,0.034925930202007294,15000.0
1200,2.9130733013153076,0.0,7.661694049835205,5313.19140625,693.4747314453125,0.03483688458800316,15000.0
1230,2.9979465007781982,0.0,7.642270565032959,5098.40234375,667.1318969726562,0.03474314138293266,15000.0
1260,3.082819938659668,15000.0,7.583965301513672,7928.63720703125,1045.447509765625,0.03393642604351044,0.0
1290,3.121149778366089,15000.0,7.5493083000183105,9251.8232421875,1225.5194091796875,0.03358882665634155,0.0
1320,3.159479856491089,15000.0,7.571295738220215,10383.029296875,1371.36767578125,0.03333616629242897,0.0
1350,3.2443532943725586,15000.0,7.6002421379089355,11856.775390625,1560.0523681640625,0.03303204104304314,0.0
