TIME,FOPR,FGPR,FWPR,FWCT,FGOR,FWIR,FGIR
0,0.00273785088211298,0.0,0.5727999806404114,6873.60009765625,12000.0,0.009014703333377838,0.0
30,0.01095140352845192,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008984367363154888,0.0
60,0.030126817524433136,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008963493630290031,0.0
90,0.06539200991392136,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008932179771363735,0.0
120,0.08487337082624435,0.0,0.5727999806404114,6873.60009765625,12000.0,0.00891690980643034,0.0
150,0.1283515989780426,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008883337490260601,0.0
180,0.1615331918001175,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008861063979566097,0.0
210,0.21574389934539795,0.0,0.5597909688949585,6717.49169921875,12000.0,0.009415902197360992,0.0
240,0.24640657007694244,0.0,0.5336835980415344,6404.20361328125,12000.0,0.01051194779574871,0.0
270,0.2874743342399597,0.0,0.5224172472953796,6269.0068359375,12000.0,0.011329106986522675,0.0
300,0.3285420835018158,0.0,0.5158724784851074,6190.4697265625,12000.0,0.011973031796514988,0.0
330,0.41341546177864075,0.0,0.5107540488243103,6129.04833984375,12000.0,0.013089648447930813,0.0
360,0.4955509901046753,0.0,0.5141431093215942,6169.7177734375,12000.0,0.013784688897430897,0.0
390,0.5804243683815002,0.0,0.5183036923408508,6219.64404296875,12000.0,0.014493534341454506,0.0
420,0.6652977466583252,0.0,0.5339094400405884,6406.9130859375,12000.0,0.015370048582553864,0.0
450,0.7474332451820374,0.0,0.5616159439086914,6739.39111328125,12000.0,0.016457296907901764,0.0
480,0.8323066234588623,0.0,0.6056115627288818,7267.3388671875,12000.0,0.01787436194717884,0.0
510,0.9144421815872192,0.0,0.6627689003944397,7953.2275390625,12000.0009765625,0.019346710294485092,0.0
540,0.9993155598640442,0.0,0.7593539953231812,9112.248046875,12000.0,0.020765826106071472,0.0
570,1.0841889381408691,0.0,0.9004935026168823,10805.921875,12000.0,0.022688206285238266,0.0
600,1.1608487367630005,0.0,1.0648651123046875,12778.380859375,11999.9990234375,0.024975650012493134,0.0
630,1.2457220554351807,0.0,1.2527457475662231,12916.1455078125,10310.2685546875,0.026864536106586456,0.0
660,1.3278576135635376,0.0,1.4328677654266357,12796.9228515625,8930.986328125,0.02824665792286396,0.0
690,1.4127310514450073,0.0,1.6257661581039429,12580.603515625,7738.26171875,0.029778558760881424,0.0
720,1.4948664903640747,0.0,1.836849570274353,12379.59375,6739.57958984375,0.031110316514968872,0.0
750,1.5797399282455444,0.0,2.177177906036377,12817.01953125,5886.98779296875,0.03205827251076698,0.0
780,1.6646132469177246,0.0,2.526088237762451,12989.9365234375,5142.31298828125,0.03299282118678093,0.0
810,1.7467488050460815,0.0,2.8533859252929688,12779.5458984375,4478.73046875,0.03390750661492348,0.0
840,1.8316221237182617,0.0,3.174044132232666,12263.6357421875,3863.725830078125,0.03479127958416939,0.0
870,1.9137576818466187,0.0,3.5876529216766357,11884.1884765625,3312.524658203125,0.035463396459817886,0.0
900,1.9986311197280884,0.0,4.067788124084473,11560.4677734375,2841.95458984375,0.035788390785455704,0.0
930,2.0835044384002686,0.0,4.579573154449463,11432.9833984375,2496.517333984375,0.03595466911792755,12000.0
960,2.1601643562316895,0.0,5.009914398193359,11175.521484375,2230.680908203125,0.03605417534708977,12000.0
990,2.24503755569458,0.0,5.42439603805542,10646.5751953125,1962.720947265625,0.03614216297864914,12000.0
1020,2.3271732330322266,0.0,5.755575180053711,9964.6201171875,1731.298828125,0.03604607656598091,12000.0
1050,2.412046432495117,0.0,6.118092060089111,9244.443359375,1511.0009765625,0.03594027832150459,12000.0
1080,2.4941821098327637,0.0,6.475890636444092,8571.3369140625,1323.57666015625,0.03586261346936226,12000.0
1110,2.5790555477142334,0.0,6.785016059875488,7834.44384765625,1154.66845703125,0.035802729427814484,12000.0
1140,2.663928747177124,0.0,7.036079406738281,7130.4794921875,1013.4165649414062,0.03571821749210358,12000.0
1170,2.7460644245147705,0.0,7.230255603790283,6517.52978515625,901.424560546875,0.0356169268488884,12000.0
1200,2.830937623977661,0.0,7.381729602813721,5963.23291015625,807.8367919921875,0.03550080209970474,12000.0
1230,2.9130733013153076,0.0,7.491398334503174,5511.7587890625,735.7449951171875,0.03538164496421814,12000.0
1260,2.9979465007781982,0.0,7.5643744468688965,5113.439453125,675.98974609375,0.035258837044239044,12000.0
1290,3.082819938659668,12000.0,7.6075921058654785,7147.22705078125,939.486083984375,0.03454861044883728,0.0
1320,3.121149778366089,12000.0,7.571719646453857,8066.00830078125,1065.2808837890625,0.03424488753080368,0.0
1350,3.159479856491089,12000.0,7.566714763641357,8824.40234375,1166.213134765625,0.03403647989034653,0.0
1380,3.2443532943725586,12000.0,7.679875373840332,9831.0888671875,1280.1104736328125,0.033883802592754364,0.0
