TIME,FOPR,FGPR,FWPR,FWCT,FGOR,FWIR,FGIR
0,0.00273785088211298,0.0,0.5727999806404114,8592.0,15000.0,0.009015848860144615,0.0
30,0.01095140352845192,0.0,0.5727999806404114,8592.0,15000.0,0.008941026404500008,0.0
60,0.02850555069744587,0.0,0.5727999806404114,8592.0,15000.0,0.00890475045889616,0.0
90,0.06031295657157898,0.0,0.5727999806404114,8592.0,15000.0,0.008873024955391884,0.0
120,0.08487337082624435,0.0,0.5727999806404114,8592.0,15000.0,0.008856942877173424,0.0
150,0.1280709058046341,0.0,0.5425209403038025,8137.81396484375,15000.0,0.010252108797430992,0.0
180,0.1615331918001175,0.0,0.5198025107383728,7797.041015625,15000.0068359375,0.013420465402305126,0.0
210,0.21534286439418793,0.0,0.5430044531822205,6538.0888671875,12040.580078125,0.015411756001412868,0.0
240,0.24640657007694244,0.0,0.5568809509277344,5994.3955078125,10764.2314453125,0.015862246975302696,0.0
270,0.2874743342399597,0.0,0.5575552582740784,5477.109375,9823.4384765625,0.016069971024990082,0.0
300,0.3285420835018158,0.0,0.5533736348152161,5100.45751953125,9217.0224609375,0.016154343262314796,0.0
330,0.41341546177864075,0.0,0.5505773425102234,4649.12060546875,8444.08203125,0.016315851360559464,0.0
360,0.4955509901046753,0.0,0.5484519600868225,4340.3203125,7913.76611328125,0.016438739374279976,0.0
390,0.5804243683815002,0.0,0.5475019216537476,4092.737548828125,7475.29345703125,0.01657058112323284,0.0
420,0.6652977466583252,0.0,0.5502828359603882,3894.615478515625,7077.4794921875,0.01676802895963192,0.0
450,0.7474332451820374,0.0,0.5566627979278564,3740.378662109375,6719.28955078125,0.017021419480443,0.0
480,0.8323066234588623,0.0,0.5657188296318054,3607.540283203125,6376.9140625,0.017322184517979622,0.0
510,0.9144421815872192,0.0,0.5751357674598694,3491.159912109375,6070.1494140625,0.017625875771045685,0.0
540,0.9993155598640442,0.0,0.5852876901626587,3382.219482421875,5778.72998046875,0.017948800697922707,0.0
570,1.0841889381408691,0.0,0.5960381627082825,3283.363037109375,5508.6455078125,0.018284553661942482,0.0
600,1.1608487367630005,0.0,0.6092292070388794,3221.453125,5287.75244140625,0.018534470349550247,0.0
630,1.2457220554351807,0.0,0.6241685748100281,3158.0888671875,5059.6728515625,0.018798770383000374,0.0
660,1.3278576135635376,0.0,0.6393468379974365,3104.7265625,4856.0908203125,0.019035834819078445,0.0
690,1.4127310514450073,0.0,0.6574994921684265,3060.28662109375,4654.431640625,0.019300172105431557,0.0
720,1.4948664903640747,0.0,0.6808789372444153,3040.36376953125,4465.3515625,0.019601332023739815,0.0
750,1.5797399282455444,0.0,0.7050282955169678,3021.111328125,4285.09228515625,0.019908035174012184,0.0
780,1.6646132469177246,0.0,0.7328277230262756,3013.233154296875,4111.7890625,0.020243212580680847,0.0
810,1.7467488050460815,0.0,0.7623506188392639,3012.008056640625,3950.9482421875,0.020588712766766548,0.0
840,1.8316221237182617,0.0,0.7955489754676819,3015.974609375,3791.060791015625,0.020968446508049965,0.0
870,1.9137576818466187,0.0,0.830207884311676,3024.085205078125,3642.563720703125,0.021356996148824692,0.0
900,1.9986311197280884,0.0,0.8686279058456421,3035.9755859375,3495.139404296875,0.021781103685498238,0.0
930,2.0835044384002686,0.0,0.9067389965057373,3052.95947265625,3366.966064453125,0.022189730778336525,15000.0
960,2.1601643562316895,0.0,0.9364175200462341,3074.08642578125,3282.81591796875,0.022490549832582474,15000.0
990,2.24503755569458,0.0,0.9552959203720093,3101.912109375,3247.0693359375,0.02265235222876072,15000.0
1020,2.3271732330322266,0.0,0.9557971954345703,3129.952392578125,3274.703369140625,0.02260286547243595,15000.0
1050,2.412046432495117,0.0,0.9397726655006409,3161.578125,3364.194580078125,0.022369764745235443,15000.0
1080,2.4941821098327637,0.0,0.9065141677856445,3177.44091796875,3505.1201171875,0.021963821724057198,15000.0
1110,2.5790555477142334,0.0,0.8533229827880859,3165.955322265625,3710.14892578125,0.02135471999645233,15000.0
1140,2.663928747177124,0.0,0.7858874201774597,3126.52392578125,3978.33544921875,0.02059158682823181,15000.0
1170,2.7460644245147705,0.0,0.7174225449562073,3075.366455078125,4286.68798828125,0.01976766064763069,15000.0
1200,2.830937623977661,0.0,0.6510578989982605,3023.38671875,4643.80615234375,0.01892738975584507,15000.0
1230,2.9130733013153076,0.0,0.598479688167572,3000.252685546875,5013.1240234375,0.018194209784269333,15000.0
1260,2.9979465007781982,0.0,0.5628629922866821,3042.646484375,5405.66064453125,0.01753462292253971,15000.0
1290,3.082819938659668,15000.0,0.8093671798706055,4747.18017578125,5865.29833984375,0.017744138836860657,0.0
1320,3.121149778366089,15000.0,0.8908497095108032,5434.63134765625,6100.5029296875,0.0175461545586586,0.0
1350,3.133798837661743,15000.0,0.906855046749115,5608.95703125,6185.064453125,0.017444755882024765,0.0
1380,3.159479856491089,15000.0,0.9275388121604919,5919.61376953125,6382.0654296875,0.017170120030641556,0.0
